sperm_id,total_distance,displacement,time_elapsed,vcl,vsl,vap,alh,mad,linearity,wob,straightness,bcf,angular_displacement,curvature,label
1.0,26.91200044132254,0.27241096714280344,15.0,1.794133362754836,0.01816073114285356,1.7672723902660352,0.5932973190926681,2.671946923407553,0.010122286068505144,0.9850284415604665,0.010122286068505144,5.333333333333333,0.003016937592349223,110.38688014051174,3
2.0,61.19757817937764,20.26282344090159,15.0,4.079838545291843,1.3508548960601061,4.044061898202,0.5715425072285167,2.122898583818052,0.33110498885280654,0.9912308669343963,0.33110498885280654,4.4,0.00510525312626914,40.31204633601531,3
3.0,21.283838719527356,0.3185172776939866,15.0,1.4189225813018238,0.021234485179599104,1.399878992671153,0.23757000200833034,1.622751876010278,0.014965217594970564,0.9865788388446121,0.014965217594970565,4.466666666666667,-0.0065542304265417935,103.4922563283693,3
4.0,42.45148348225081,9.983835482325562,15.0,2.8300988988167206,0.6655890321550374,2.7953079144530864,0.5429682271551517,1.6877002181382401,0.2351822519111695,0.9877067955546781,0.23518225191116954,3.6,0.003975394204068878,67.56792381037411,3
5.0,25.19990278969919,0.09254505581470589,15.0,1.6799935193132793,0.006169670387647059,1.6587882466249888,0.41701725586000005,1.5733303973967523,0.0036724370164052758,0.9873777651850952,0.0036724370164052758,4.6,-0.0020603268390445174,121.09700944889252,3
6.0,30.117826058119057,5.1838454526657305,15.04,2.0025150304600436,0.34467057531022144,1.9805929646658131,2.1673730569245566,1.7154224209017037,0.1721188455854133,0.9890527334572893,0.1721188455854133,0.13297872340425532,0.004328642207141352,102.3233596481383,3
7.0,22.518727402109153,0.23591441214113026,15.0,1.5012484934739436,0.01572762747607535,1.4807756910116623,0.2817207860493248,2.330861999314902,0.010476365201660285,0.9863628156489226,0.010476365201660285,4.333333333333333,0.005966968977084468,99.7296557810682,3
8.0,28.265583881351297,0.05126519776676998,15.0,1.884372258756753,0.0034176798511179984,1.8616613411398801,0.30996942129896604,2.3446283777888643,0.0018136967551055285,0.9879477542129298,0.0018136967551055285,4.666666666666667,-0.006609557742756107,90.35742663205792,3
9.0,71.68616074392581,28.348424129116015,4.98,14.39481139436261,5.692454644400806,14.315263211224508,9.46114569036163,1.5699457844211226,0.3954518394475194,0.9944738294265352,0.3954518394475194,1.4056224899598393,-0.0015082084578716224,57.71282605348114,3
10.0,34.31333434851399,0.5663562772466174,15.0,2.287555623234266,0.037757085149774494,2.257856729122622,0.9464389941744382,1.8838735293970736,0.016505428224906527,0.9870171925832106,0.016505428224906527,0.9333333333333333,0.0013610712502634223,69.24319489255305,3
11.0,34.932196218391766,0.26673809851683944,15.0,2.3288130812261176,0.017782539901122628,2.2932753815736078,0.7189683744813625,2.5484059652087963,0.0076358811466999054,0.9847399948329905,0.007635881146699906,2.6666666666666665,-0.0007838070915637495,73.7721103087884,3
12.0,34.48176174257052,5.636533994646741,15.0,2.298784116171368,0.3757689329764494,2.2666162787319744,1.0029483688783547,1.9223920153712912,0.1634642115077312,0.9860065861717501,0.1634642115077312,0.4,0.0014160223735306655,72.50370851084061,3
13.0,15.104104017677638,3.230141134962555,3.52,4.290938641385693,0.9176537315234531,4.240018428619344,1.1004469346008023,1.7231611567907996,0.21385850701120976,0.988133082986732,0.2138585070112098,1.7045454545454546,-0.013211409354795934,43.689189328971636,3
14.0,76.2914648612561,43.80562427190117,15.04,5.07257080194522,2.91260799680194,5.0362049083168134,4.318353517568669,1.6622272983841793,0.5741877463169205,0.9928308751029239,0.5741877463169205,0.199468085106383,-7.25753856882079e-05,32.347126662968364,3
15.0,72.76296190135679,12.777801247800946,15.0,4.850864126757119,0.8518534165200631,4.791681600005149,2.8399037583431235,1.964395222936019,0.17560859143039753,0.9877995909171065,0.17560859143039753,0.9333333333333333,0.00034258732976295657,52.29177406790869,3
16.0,38.35035317959238,0.5118593798897955,15.0,2.5566902119728256,0.0341239586593197,2.523434787417632,0.44435120395113736,1.5638640298708482,0.013346927406190732,0.98699278293496,0.013346927406190732,4.933333333333334,0.0033312874520698586,70.46782863843849,3
17.0,62.593790147044196,3.51526164673546,15.0,4.17291934313628,0.23435077644903066,4.1264256893002145,0.8774944561652522,2.3580805890383942,0.05615991040768535,0.9888582428719742,0.05615991040768535,4.0,0.002201490731016062,52.84948988020533,3
18.0,97.4950075341679,60.20917954461145,15.0,6.4996671689445265,4.013945302974097,6.459448186319871,3.2330273835697847,1.2072343536069865,0.6175616687194025,0.9938121473639724,0.6175616687194025,0.4666666666666667,-0.001831273119584506,17.525103265875114,3
19.0,92.66970444109134,43.46116373411981,15.0,6.177980296072756,2.897410915607987,6.121693227843675,4.5284081118046355,1.2794494364327587,0.4689899897301105,0.990889082591464,0.4689899897301105,0.6,-0.00019796340818726117,24.362421043536866,3
20.0,48.479239588628154,22.384454599584032,15.0,3.2319493059085436,1.4922969733056022,3.2018250121059584,4.583747548048046,1.9628449864934798,0.461732790974609,0.9906792183443246,0.46173279097460895,0.5333333333333333,0.00509933320781423,50.18433819292017,3
