frame_id,track_id,class,cx,cy,xmin,ymin,xmax,ymax
0,738.0,0,637.4139404296875,304.32208251953125,634.827880859375,293.3595886230469,640.0,315.2845764160156
0,737.0,0,40.12105178833008,3.7646102905273438,30.10430145263672,0.0,50.13780212402344,7.5292205810546875
0,736.0,0,396.620849609375,364.6883239746094,387.55535888671875,355.524658203125,405.68634033203125,373.85198974609375
0,735.0,0,346.7178955078125,418.6185302734375,334.84552001953125,407.69915771484375,358.59027099609375,429.53790283203125
0,734.0,0,330.12939453125,267.745849609375,319.266357421875,257.43255615234375,340.992431640625,278.05914306640625
0,733.0,0,168.16983032226562,405.0485534667969,157.27301025390625,394.4208679199219,179.066650390625,415.6762390136719
0,732.0,0,584.5238037109375,128.6724967956543,576.8104248046875,120.57564544677734,592.2371826171875,136.76934814453125
0,731.0,0,525.8441772460938,220.1861572265625,514.2616577148438,210.24380493164062,537.4266967773438,230.12850952148438
0,730.0,0,625.7825317382812,409.2120361328125,615.6749267578125,400.2327575683594,635.89013671875,418.1913146972656
0,729.0,0,585.7764892578125,360.35662841796875,576.3441772460938,352.2746887207031,595.2088012695312,368.4385681152344
0,728.0,0,6.029552459716797,81.3459701538086,0.0,70.57624053955078,12.059104919433594,92.1156997680664
0,727.0,0,452.9676208496094,34.017242431640625,440.7364807128906,22.139320373535156,465.1987609863281,45.895164489746094
0,726.0,0,624.54736328125,316.0050354003906,612.7406005859375,305.060791015625,636.3541259765625,326.94927978515625
0,725.0,0,169.18585205078125,138.20682907104492,157.48147583007812,127.34618377685547,180.89022827148438,149.06747436523438
0,724.0,0,635.2222900390625,205.25189208984375,630.444580078125,193.7754669189453,640.0,216.7283172607422
0,723.0,0,24.738017082214355,413.64654541015625,13.08796501159668,403.2954406738281,36.38806915283203,423.9976501464844
0,722.0,0,256.37683868408203,140.72299194335938,246.8743438720703,130.19285583496094,265.87933349609375,151.2531280517578
0,721.0,0,98.20808410644531,446.2579345703125,85.62650299072266,434.18621826171875,110.78966522216797,458.32965087890625
0,720.0,0,401.12200927734375,94.42171478271484,389.6059875488281,84.56706237792969,412.6380310058594,104.2763671875
0,719.0,0,303.3709716796875,13.43896770477295,290.8553771972656,0.21112632751464844,315.8865661621094,26.66680908203125
0,718.0,0,215.0865936279297,269.8854675292969,205.0614776611328,260.63507080078125,225.11170959472656,279.1358642578125
0,717.0,0,557.7993774414062,14.648353576660156,545.9702758789062,3.5836830139160156,569.6284790039062,25.713024139404297
0,716.0,0,632.5949096679688,347.2229919433594,625.2540283203125,338.0708923339844,639.935791015625,356.3750915527344
0,715.0,0,399.98394775390625,247.70516967773438,387.81610107421875,235.47933959960938,412.15179443359375,259.9309997558594
0,714.0,0,165.9393768310547,203.1248016357422,154.08551025390625,190.20761108398438,177.79324340820312,216.0419921875
0,713.0,0,374.4716491699219,7.341127872467041,362.9123229980469,0.0,386.0309753417969,14.682255744934082
0,712.0,0,632.629150390625,17.407974243164062,625.25830078125,8.743402481079102,640.0,26.072546005249023
0,711.0,0,113.68304443359375,101.65789031982422,102.68242645263672,90.61170196533203,124.68366241455078,112.7040786743164
0,710.0,0,62.530975341796875,307.0236511230469,50.67089080810547,296.0740966796875,74.39105987548828,317.97320556640625
0,709.0,0,432.0296936035156,227.20944213867188,422.8446044921875,219.60618591308594,441.21478271484375,234.8126983642578
0,708.0,0,510.65142822265625,375.8628845214844,498.32391357421875,364.48004150390625,522.9789428710938,387.2457275390625
0,707.0,0,117.26399612426758,53.239234924316406,105.67664337158203,43.31162643432617,128.85134887695312,63.16684341430664
0,706.0,0,501.7332763671875,349.2186584472656,492.2254943847656,340.00091552734375,511.2410583496094,358.4364013671875
0,705.0,0,601.8541870117188,156.1929931640625,592.210205078125,145.2560577392578,611.4981689453125,167.1299285888672
0,704.0,0,391.8458251953125,73.96132850646973,380.86962890625,62.97475051879883,402.822021484375,84.94790649414062
0,703.0,0,493.4571533203125,465.282958984375,484.45758056640625,456.6651611328125,502.45672607421875,473.9007568359375
0,702.0,0,158.23150634765625,458.7752990722656,149.3047637939453,449.38427734375,167.1582489013672,468.16632080078125
0,701.0,0,371.9718322753906,88.93873596191406,363.6605224609375,80.53732299804688,380.28314208984375,97.34014892578125
0,700.0,0,183.28173828125,21.898456573486328,171.6737060546875,9.002559661865234,194.8897705078125,34.79435348510742
0,699.0,0,305.4150695800781,248.67606353759766,293.3384094238281,237.95655822753906,317.4917297363281,259.39556884765625
0,698.0,0,110.68424987792969,115.85360717773438,98.11882019042969,103.98606872558594,123.24967956542969,127.72114562988281
0,697.0,0,407.2033386230469,382.0235900878906,399.6190490722656,373.705078125,414.7876281738281,390.34210205078125
0,696.0,0,260.728515625,333.9854736328125,245.12579345703125,318.0624694824219,276.33123779296875,349.9084777832031
