frame_id,video_id,track_id,class,cx,cy,xmin,ymin,xmax,ymax,velocity_x,velocity_y,speed,mean_velocity,max_velocity
0,11,44.0,0,2.7403275966644287,41.54605484008789,0.0,31.782638549804688,5.480655193328857,51.30947113037109,0.0,0.0,0.0,8.351440808371128,28.75920275174992
0,11,43.0,0,8.502061367034912,102.84498596191406,0.4435796737670898,94.4875946044922,16.560543060302734,111.20237731933594,0.0,0.0,0.0,9.24598201578945,84.73349305263464
0,11,42.0,0,262.6902542114258,373.3642578125,252.88340759277344,363.907470703125,272.4971008300781,382.821044921875,0.0,0.0,0.0,105.69802184700183,266.6356758968076
0,11,41.0,0,17.014706134796143,96.54058074951172,8.994534492492676,88.04692077636719,25.03487777709961,105.03424072265624,0.0,0.0,0.0,71.62664265717966,196.57777212215038
0,11,40.0,0,269.6053161621094,369.30767822265625,259.6319885253906,360.3041076660156,279.5786437988281,378.3112487792969,0.0,0.0,0.0,149.9648864439466,236.36557986176814
0,11,39.0,0,133.17098999023438,322.3600769042969,123.51535034179688,313.9480285644531,142.82662963867188,330.7721252441406,0.0,0.0,0.0,119.27714108584054,211.0354211172101
0,11,38.0,0,539.738037109375,335.5444030761719,530.7501831054688,327.23004150390625,548.7258911132812,343.8587646484375,0.0,0.0,0.0,223.92572473677512,270.82046456918494
0,11,37.0,0,468.6638488769531,462.2539978027344,460.7445983886719,453.6427917480469,476.5830993652344,470.8652038574219,0.0,0.0,0.0,90.72741267273459,183.55988786035104
0,11,36.0,0,559.2593383789062,291.2032470703125,550.4449462890625,282.42071533203125,568.07373046875,299.9857788085937,0.0,0.0,0.0,120.13966001180614,200.88007153225092
0,11,35.0,0,442.0772399902344,458.0865783691406,434.0503540039063,449.7561340332031,450.1041259765625,466.4170227050781,0.0,0.0,0.0,67.49743292524953,156.0490210905744
0,11,34.0,0,462.4766540527344,61.500282287597656,454.4064636230469,54.22807312011719,470.5468444824219,68.77249145507812,0.0,0.0,0.0,115.7499581937464,214.49092074042906
0,11,33.0,0,467.2981872558594,413.5158386230469,459.1247253417969,405.8714904785156,475.4716491699219,421.1601867675781,0.0,0.0,0.0,81.38409948569469,253.51600978554526
0,11,32.0,0,632.2677612304688,368.9743041992188,624.606689453125,361.1390075683594,639.9288330078125,376.8096008300781,0.0,0.0,0.0,10.633944602592011,79.21890310335472
0,11,31.0,0,121.25638580322266,48.01448822021485,112.76712036132812,39.10248565673828,129.7456512451172,56.926490783691406,0.0,0.0,0.0,20.785963712967423,58.54392263479164
0,11,30.0,0,356.1282958984375,103.07312774658205,349.18896484375,95.12032318115234,363.067626953125,111.02593231201172,0.0,0.0,0.0,85.53270218636764,198.76712062330634
0,11,29.0,0,300.0419006347656,48.33746337890625,292.0951232910156,39.85261154174805,307.9886779785156,56.82231521606445,0.0,0.0,0.0,97.2287527692922,240.58201577820287
0,11,28.0,0,431.0042419433594,98.36412048339844,423.9195861816406,90.1766586303711,438.0888977050781,106.55158233642578,0.0,0.0,0.0,53.89971952608717,147.14887925258205
0,11,27.0,0,547.4651489257812,358.6145324707031,538.766357421875,349.4813842773437,556.1639404296875,367.7476806640625,0.0,0.0,0.0,3.9541501958543512,37.82638193763354
0,11,26.0,0,492.4254760742188,30.190523147583008,484.2845458984375,22.506393432617188,500.56640625,37.87465286254883,0.0,0.0,0.0,7.869485523601261,73.26054117478573
0,11,25.0,0,431.4276428222656,61.98027420043945,423.2489013671875,54.2710189819336,439.60638427734375,69.68952941894531,0.0,0.0,0.0,12.328397936527177,92.08270874625086
0,11,24.0,0,200.7414703369141,44.47380828857422,192.5052032470703,35.75019073486328,208.9777374267578,53.19742584228516,0.0,0.0,0.0,5.161172183551877,16.297622968488596
0,11,23.0,0,414.32562255859375,269.79296875,406.045654296875,261.1792907714844,422.6055908203125,278.4066467285156,0.0,0.0,0.0,6.208651840402477,36.124188582076755
0,11,22.0,0,19.32635498046875,349.006103515625,11.08818817138672,340.259033203125,27.56452178955078,357.753173828125,0.0,0.0,0.0,3.6796619706988842,26.33097948591608
0,11,21.0,0,456.3865661621094,306.73565673828125,448.1431579589844,298.9397277832031,464.6299743652344,314.5315856933594,0.0,0.0,0.0,4.636875382305836,24.698547370040615
0,11,20.0,0,320.4540100097656,183.924072265625,312.6436767578125,176.5680389404297,328.26434326171875,191.2801055908203,0.0,0.0,0.0,2.2309715778283663,9.78175390440673
0,11,19.0,0,377.1700439453125,230.2405548095703,368.7314758300781,222.5068206787109,385.6086120605469,237.9742889404297,0.0,0.0,0.0,4.76699195963268,47.91910088597423
0,11,18.0,0,375.2853393554688,419.0719604492188,366.9776306152344,410.2639465332031,383.5930480957031,427.8799743652344,0.0,0.0,0.0,6.548817616565879,39.82231585679539
0,11,17.0,0,182.0400390625,104.08132934570312,173.55186462402344,95.15939331054688,190.52821350097656,113.00326538085938,0.0,0.0,0.0,2.381026267218035,7.6610578159332485
0,11,16.0,0,376.4864807128906,56.90528106689453,367.529052734375,45.23835754394531,385.4439086914063,68.57220458984375,0.0,0.0,0.0,3.142030941398999,22.140634763624973
0,11,15.0,0,176.28549194335938,198.3819580078125,168.10842895507812,189.7642974853516,184.46255493164065,206.99961853027344,0.0,0.0,0.0,4.403200447274947,36.448660643832234
0,11,14.0,0,201.63682556152344,145.3551483154297,193.56385803222656,136.9159393310547,209.7097930908203,153.7943572998047,0.0,0.0,0.0,3.194640478586154,10.978652174543395
0,11,13.0,0,152.57455444335938,279.7655944824219,144.49993896484375,271.1255187988281,160.649169921875,288.4056701660156,0.0,0.0,0.0,4.290938641385693,32.44533634093837
0,11,12.0,0,157.40611267089844,406.1480712890625,149.10427856445312,397.49114990234375,165.70794677734375,414.8049926757813,0.0,0.0,0.0,2.406264892879966,19.940202735501394
0,11,11.0,0,385.2981872558594,98.85262298583984,377.2463684082031,87.92945098876953,393.3500061035156,109.77579498291016,0.0,0.0,0.0,2.8704805015556203,10.481268684265553
0,11,10.0,0,86.623046875,90.59616088867188,78.14948272705078,81.64743041992188,95.09661102294922,99.54489135742188,0.0,0.0,0.0,1.9154508130644112,6.164071353086467
0,11,9.0,0,543.1341552734375,402.0930786132813,534.83837890625,393.2867126464844,551.429931640625,410.8994445800781,0.0,0.0,0.0,14.394811394362613,238.5541828857049
0,11,8.0,0,312.5782470703125,417.0052795410156,304.3277587890625,408.2677001953125,320.8287353515625,425.7428588867188,0.0,0.0,0.0,2.087448326118526,8.170113713658152
0,11,7.0,0,124.58901977539062,405.57659912109375,116.33120727539062,396.8686828613281,132.84683227539062,414.2845153808594,0.0,0.0,0.0,1.3126525246813185,8.935299384998642
0,11,6.0,0,556.1046142578125,196.046142578125,548.2801513671875,186.64471435546875,563.9290771484375,205.44757080078125,0.0,0.0,0.0,1.3034828647573422,8.962323922411397
0,11,5.0,0,530.0083618164062,209.58897399902344,522.1112670898438,200.20176696777344,537.9054565429688,218.97618103027344,0.0,0.0,0.0,2.051188043327154,8.611310533715834
0,11,4.0,0,537.4874877929688,462.13519287109375,529.061279296875,453.100341796875,545.9136962890625,471.1700439453125,0.0,0.0,0.0,2.6994118886878686,12.41914058234217
0,11,3.0,0,53.34513854980469,387.396484375,45.13645553588867,378.5611267089844,61.5538215637207,396.2318420410156,0.0,0.0,0.0,1.429989705335678,5.088254739383921
0,11,2.0,0,329.5278625488281,343.4184875488281,316.533203125,333.0902404785156,342.52252197265625,353.7467346191406,0.0,0.0,0.0,4.343357713910145,29.65265062724828
0,11,1.0,0,548.0538330078125,107.86861419677734,536.0639038085938,97.2844696044922,560.0437622070312,118.4527587890625,0.0,0.0,0.0,1.465553166364976,4.513361290380641
1,11,44.0,0,2.7147347265798665,42.07381126550118,-0.0181819901215805,32.19464177290671,5.4476514432813135,51.95298075809565,-1.2796435042281118,26.387821270664347,26.418830384981824,8.351440808371128,28.75920275174992
1,11,43.0,0,8.545772000926997,102.99041058338028,0.5244767281559746,94.66654791665746,16.56706727369802,111.31427325010308,2.185531694604226,7.2712310733109575,7.592585205949449,9.24598201578945,84.73349305263464
1,11,42.0,0,260.55652569943413,372.5129939683952,250.0686499957218,362.93667832422585,271.0444014031465,382.0893096125645,-106.68642559958244,-42.56319220523892,114.86347869499404,105.69802184700183,266.6356758968076
1,11,41.0,0,16.404212898747044,96.46377567743905,8.510508849742799,88.13754335678442,24.29791694775129,104.79000799809364,-30.524661802454922,-3.84025360363367,30.765281176912264,71.62664265717966,196.57777212215038
1,11,40.0,0,272.4075569978868,367.5051544195549,263.0688601866651,359.1733972954876,281.74625380910834,375.8369115436223,140.11204178887056,-90.12619015506687,166.59566142644135,149.9648864439466,236.36557986176814
1,11,39.0,0,133.3544433447441,319.00250213659626,124.5131068147552,311.39874700876527,142.195779874733,326.60625726442726,9.17266772548686,-167.8787383850306,168.12914272948558,119.27714108584054,211.0354211172101
1,11,38.0,0,534.6602972551103,337.4296212556407,526.4739916466712,329.55044080351007,542.8466028635495,345.3088017077713,-253.8869927132339,94.26090897344181,270.82046456918494,223.92572473677512,270.82046456918494
1,11,37.0,0,470.7132047134259,463.026564673905,462.9177138275256,454.6401555663187,478.5086955993262,471.4129737814913,102.46779182363923,38.62834355853124,109.50706501084115,90.72741267273459,183.55988786035104
1,11,36.0,0,560.8609850308536,291.2290928772436,552.1317950440783,282.571325461572,569.5901750176289,299.88686029291523,80.08233259736812,1.2922903465550917,80.09275877740315,120.13966001180614,200.88007153225092
1,11,35.0,0,440.8854034765216,458.1820583335885,432.7144968144892,449.7654526370488,449.0563101385539,466.59866403012825,-59.5918256856379,4.773998222393061,59.78274623647583,67.49743292524953,156.0490210905744
1,11,34.0,0,462.4828790168594,60.952489258906766,454.52119839910665,53.75713116552878,470.4445596346122,68.14784735228474,0.3112482062505251,-27.389651434544504,27.391419845487018,115.7499581937464,214.49092074042906
1,11,33.0,0,467.1705144622352,413.2741330307196,459.2968047824333,405.7702515802442,475.04422414203714,420.7780144811949,-6.383639681209274,-12.08527961636321,13.667656674982501,81.38409948569469,253.51600978554526
1,11,32.0,0,632.2425562286681,368.9027781408404,624.544669891218,360.969065420411,639.9404425661183,376.83649086126974,-1.2602500900300129,-3.5763029189212148,3.791856122969997,10.633944602592011,79.21890310335472
1,11,31.0,0,121.49040173398367,47.63926248744731,112.98719888615504,38.69985041589812,129.9936045818123,56.5786745589965,11.700796538050895,-18.761286638376973,22.110959182093527,20.785963712967423,58.54392263479164
1,11,30.0,0,356.7207354988711,102.64531403563282,349.7565415618963,94.61705189230685,363.68492943584585,110.6735761789588,29.62198002167895,-21.390685547461175,36.537968315098084,85.53270218636764,198.76712062330634
1,11,29.0,0,299.9598165489986,48.75683219367106,291.8574804083226,40.15479158199746,308.06215268967463,57.35887280534466,-4.104204288350388,20.968440738240446,21.366328646578832,97.2287527692922,240.58201577820287
1,11,28.0,0,430.68786729606114,96.48079420479117,423.5737641077496,88.22229704108635,437.8019704843727,104.73929136849598,-15.818732364911625,-94.16631393036354,95.48574224911529,53.89971952608717,147.14887925258205
1,11,27.0,0,547.5840335347583,358.88592870074467,539.0592542930076,349.9164212640875,556.108812776509,367.85543613740185,5.94423044885275,13.5698115020773,14.81464342571152,3.9541501958543512,37.82638193763354
1,11,26.0,0,492.40866256817503,30.129566559542003,484.2578901051688,22.417832938164203,500.5594350311813,37.8413001809198,-0.8406753021887425,-3.0478294020502616,3.1616449876151798,7.869485523601261,73.26054117478573
1,11,25.0,0,431.497948299443,62.07638161991103,423.3574740233197,54.53710341732954,439.6384225755664,69.61565982249252,3.51527385886925,4.80537097357896,5.953884488009884,12.328397936527177,92.08270874625086
1,11,24.0,0,200.8082513858736,44.48403065613256,192.57914525643884,35.779062814763456,209.03735751530832,53.18899849750167,3.3390524479756323,0.5111183779170858,3.37794512190128,5.161172183551877,16.297622968488596
1,11,23.0,0,414.3232424252518,269.8148171534978,406.0377278021783,261.1968429497944,422.6087570483253,278.4327913572012,-0.11900666709721008,1.0924201748906626,1.0988832628271903,6.208651840402477,36.124188582076755
1,11,22.0,0,19.31941149451949,349.01425089514163,11.073508258302397,340.26084225735536,27.56531473073658,357.7676595329279,-0.34717429746304873,0.4073689758314458,0.53523777453476,3.6796619706988842,26.33097948591608
1,11,21.0,0,456.4371287383606,306.72689906816413,448.2149726766749,298.9344918907118,464.6592848000464,314.51930624561646,2.5281288125626133,-0.4378835058560071,2.5657703049201417,4.636875382305836,24.698547370040615
1,11,20.0,0,320.4505923824028,183.92099029809248,312.6476230294101,176.57502897447506,328.2535617353955,191.2669516217099,-0.17088136814038535,-0.1540983766261661,0.23010161159007478,2.2309715778283663,9.78175390440673
1,11,19.0,0,377.17202738976414,230.26139623357733,368.7421356269281,222.53176987124613,385.60191915260015,237.99102259590853,0.0991722225819558,1.042071200350847,1.0467795930053758,4.76699195963268,47.91910088597423
1,11,18.0,0,375.2825015041764,419.05526900129513,366.977725794452,410.2466742175108,383.5872772139009,427.8638637850795,-0.14189256461918376,-0.8345723961838303,0.8465486308335921,6.548817616565879,39.82231585679539
1,11,17.0,0,182.0353703394062,104.077499772185,173.5436341414841,95.15010131715144,190.5271065373283,113.00489822721856,-0.23343615469002543,-0.1914786759058984,0.30192138321613055,2.381026267218035,7.6610578159332485
1,11,16.0,0,376.5140658480332,56.82023135024073,367.3162905474689,44.93396151485574,385.71184114859744,68.70650118562573,1.3792567571300651,-4.252485832689956,4.470568751212505,3.142030941398999,22.140634763624973
1,11,15.0,0,176.28549194335938,198.3748481223167,168.10899591383543,189.75818154627936,184.4619879728833,206.99151469835405,0.0,-0.35549427478969164,0.35549427478969164,4.403200447274947,36.448660643832234
1,11,14.0,0,201.7127457122254,145.4355388447803,193.567845850581,136.87370474032588,209.8576455738698,153.99737294923472,3.796007535098056,4.019526467530454,5.528676715969118,3.194640478586154,10.978652174543395
1,11,13.0,0,152.53003374405304,279.8261047954613,144.45989211715695,271.19572509678807,160.60017537094913,288.4564844941345,-2.2260349653166145,3.0255156519700677,3.7561917718785347,4.290938641385693,32.44533634093837
1,11,12.0,0,157.40855383330043,406.2602427014341,149.0998283271499,397.5977442242215,165.71727933945095,414.92274117864656,0.12205812009966621,5.6085706185797335,5.609898623707751,2.406264892879966,19.940202735501394
1,11,11.0,0,385.09056639356993,98.88154313167097,376.9865692806303,87.89429007141291,393.1945635065096,109.868796191929,-10.381043114472277,1.4460072915561284,10.481268684265553,2.8704805015556203,10.481268684265553
1,11,10.0,0,86.63254452247025,90.5822310057155,78.14974774438974,81.6263527456089,95.11534130055075,99.5381092658221,0.47488237351274165,-0.6964941478187825,0.8429812374062112,1.9154508130644112,6.164071353086467
1,11,9.0,0,543.1872505556809,402.0296389053595,534.8630296069393,393.1805955842903,551.5114715044224,410.8786822264287,2.6547641121680954,-3.171985396090804,4.136334590464001,14.394811394362613,238.5541828857049
1,11,8.0,0,312.50751438971474,417.0164783735348,304.288192587511,408.32652363694126,320.7268361919185,425.7064331101283,-3.536634029887864,0.5599416259599366,3.5806863707735603,2.087448326118526,8.170113713658152
1,11,7.0,0,124.58934017795588,405.5688484304674,116.32010515906428,396.84731603358296,132.8585751968475,414.2903808273519,0.0160201282625394,-0.38753453131619153,0.38786551467230035,1.3126525246813185,8.935299384998642
1,11,6.0,0,556.0871599466383,196.04284700888232,548.2684395995142,186.64737866227887,563.9058802937624,205.4383153554857,-0.8727155587109792,-0.164778462134052,0.8881353432892307,1.3034828647573422,8.962323922411397
1,11,5.0,0,530.0099485719676,209.51731062525997,522.1573109672021,200.1733824618153,537.8625861767331,218.8612387887046,0.0793377780667015,-3.5831686881735436,3.584046920861371,2.051188043327154,8.611310533715834
1,11,4.0,0,537.502500941741,462.1315616420208,529.0581250359805,453.07767023517135,545.9468768475015,471.1854530488703,0.750657438612734,-0.18156145364685017,0.7723025000574502,2.6994118886878686,12.41914058234217
1,11,3.0,0,53.34268975877019,387.3979185579112,45.13072119005346,378.56177241778266,61.55465832748692,396.2340646980397,-0.12243955172479559,0.07170914556127173,0.14189307729306794,1.429989705335678,5.088254739383921
1,11,2.0,0,329.5163890855388,343.3917568205263,316.5061705974628,333.05342189349363,342.52660757361474,353.730091747559,-0.5736731644674364,-1.336536415089995,1.454451954686609,4.343357713910145,29.65265062724828
1,11,1.0,0,548.0621939890393,107.85961241042,536.0802641623025,97.28314548153485,560.0441238157762,118.43607933930517,0.4180490613407528,-0.4500893178672527,0.6142844713535361,1.465553166364976,4.513361290380641
2,11,44.0,0,2.694094090038896,41.8481190049009,0.0040583845928736,32.20282375905347,5.384129795484919,51.49341425074833,-1.0320318270485185,-11.284613030013801,11.331706885072451,8.351440808371128,28.75920275174992
2,11,43.0,0,8.716469802870883,102.956550754057,0.6699168667927946,94.61028500500584,16.76302273894897,111.30281650310816,8.534890097194303,-1.692991466163818,8.701182050485377,9.24598201578945,84.73349305263464
2,11,42.0,0,258.7909113046821,371.5840190774628,248.0082755347132,362.18921599188445,269.573547074651,380.97882216304106,-88.28071973760245,-46.448744546620446,99.7545555217721,105.69802184700183,266.6356758968076
2,11,41.0,0,16.39512745393656,96.63969772694765,8.571912878314818,88.35251632761663,24.2183420295583,104.92687912627866,-0.45427224052421167,8.79610247542999,8.80782504519569,71.62664265717966,196.57777212215038
2,11,40.0,0,273.6167210701277,365.54731107380127,264.5506945595723,357.44833058424314,282.6827475806831,373.6462915633594,60.45820361204619,-97.89216728768224,115.05681553161116,149.9648864439466,236.36557986176814
2,11,39.0,0,134.12450260343647,315.1488915192905,125.9301410812594,307.932400560164,142.31886412561354,322.365382478417,38.50296293461781,-192.6805308652888,196.48986011821083,119.27714108584054,211.0354211172101
2,11,38.0,0,530.764633146919,338.5828984321888,522.1617879375467,330.58621569287834,539.3674783562913,346.5795811714993,-194.78320540956702,57.66385882740508,203.13940465722666,223.92572473677512,270.82046456918494
2,11,37.0,0,473.48289509713135,462.6219531022521,465.71149764524455,454.3633076759244,481.25429254901815,470.8805985285799,138.4845191852719,-20.230578582643943,139.9544153064292,90.72741267273459,183.55988786035104
2,11,36.0,0,562.257296783324,293.1849252052922,553.4666827788758,284.5063252914715,571.0479107877723,301.86352511911286,69.81558762352051,97.79161640242933,120.15580099944137,120.13966001180614,200.88007153225092
2,11,35.0,0,439.8778419683168,458.5967917688181,431.6468074954206,450.1869607872994,448.10887644121294,467.0066227503368,-50.37807541024222,20.736671761480352,54.47898712148959,67.49743292524953,156.0490210905744
2,11,34.0,0,462.6250158318701,61.29241998074564,454.7786854901268,54.1698533065608,470.4713461736136,68.41498665493049,7.106840750535071,16.99653609194378,18.422524924076328,115.7499581937464,214.49092074042906
2,11,33.0,0,467.57193707032553,412.8526572242334,459.7170273047492,405.3815421447608,475.4268468359018,420.323772303706,20.071130404517135,-21.073790324311403,29.10248983073739,81.38409948569469,253.51600978554526
2,11,32.0,0,632.2495164211676,369.1966694440304,624.5588627155865,361.285891426448,639.9401701267487,377.1074474616129,0.34800962497456567,14.694565159501849,14.698685516940639,10.633944602592011,79.21890310335472
2,11,31.0,0,122.29590783157649,48.04487244689645,114.11310543894582,39.34680335872788,130.47871022420713,56.74294153506502,40.27530487964057,20.280497972456857,45.09322322876051,20.785963712967423,58.54392263479164
