sperm_id,Velocity,Straightness_Ratio,Angular_Displacement,Linearity,Curvature,ALH,BCF,Total_Distance,Displacement,Time_Elapsed,Label
981.0,1.4655381926664004,0.029044454580980095,-0.0004207851725263195,0.02779212977575618,102.41826592401311,0.24408183814174783,1.8,7.327690963332002,0.2128287873679546,5.0,0
982.0,4.343355256994234,0.35579654230442087,0.01835948647494987,0.970963760929042,38.072014667360804,0.5884267959917042,6.2,21.716776284971168,7.726753912191388,5.0,0
983.0,1.4299824068287847,0.02375960679499052,-0.01958168466203285,0.0013381561139538256,100.82379519649746,0.2167689942227898,5.8,7.149912034143924,0.16987909855003047,5.0,0
984.0,2.699422449606728,0.2677980196966961,0.005630967781530711,0.8953764669138446,78.4132150223199,0.5631227773338726,2.0,13.497112248033641,3.614499931647431,5.0,0
985.0,2.051168667036378,0.0028811256416402726,0.01880879641437035,0.037079236454074294,77.39358748607586,0.40048980102335535,4.4,10.25584333518189,0.029548373209638035,5.0,0
986.0,2.427304031564128,0.4250590148968226,0.01342096373098588,0.5245419868671104,118.30419703692058,1.1030942762018003,0.3968253968253968,12.233612319083205,5.20000720097914,5.04,0
987.0,1.3126455714253435,0.053890125590473126,0.016277023139940724,0.1406349060849681,123.60403989581035,0.15693547887237316,6.2,6.5632278571267175,0.3536931734994506,5.0,0
988.0,2.0874563577810963,0.012499202625958399,0.0006082680830620857,0.01996120893396991,94.8608450340537,0.20412154769320587,6.8,10.437281788905482,0.13045769994375517,5.0,0
989.0,14.394800799905532,0.3954528351900898,-0.0015104885474829968,0.624559708198957,57.71461108238968,9.461136736037544,1.4056224899598393,71.68610798352955,28.348474645829693,4.98,0
990.0,1.9154473899348605,0.052152093763090636,0.006964185480857845,0.020894627932017684,74.71385348648127,0.29044783220112647,3.4,9.577236949674303,0.4994729593907504,5.0,0
991.0,2.870482852444792,0.01992661007748031,-0.001454300139983547,0.04339130419054571,61.09949197268891,0.4472274456947709,3.0,14.352414262223961,0.28599496267380414,5.0,0
992.0,2.406265703167797,0.4415867925831149,0.004110598273437888,0.955683376864125,59.81624070074557,0.5224391133006071,2.4,12.031328515838986,5.312875769823106,5.0,0
993.0,4.290940027739918,0.21385843819040093,-0.013211409374207264,0.06686121909658582,43.66485385230835,1.1004483270749557,1.1363636363636365,15.104108897644512,3.2301411391079937,3.52,0
994.0,3.194633771338707,0.4162159998692019,0.005439798414265105,0.9152819745487089,47.86024416921437,1.130003859708544,0.2,15.973168856693537,6.648288446768297,5.0,0
995.0,4.403202758774104,0.2863079874279568,0.01009101322252426,0.8658502434113068,54.41483501317132,1.0114108164081106,3.6,22.01601379387052,6.3033606005092055,5.0,0
996.0,3.1420202889117785,0.01817818625380874,-0.006295040804329574,0.0797464634378835,53.73814644609127,0.5934759058795459,3.6,15.710101444558893,0.2855811501254213,5.0,0
997.0,2.381026208624105,0.09027422440728082,0.01441656958813707,0.19879014715018184,77.55130121047846,0.5702597802996511,2.8,11.905131043120525,1.0747264713847475,5.0,0
998.0,6.5488223077458185,0.5268049612840503,0.012249240846141637,0.9866670089532756,24.583184950178953,1.149221424080608,2.4,32.74411153872909,17.249760411440803,5.0,0
999.0,4.766991785147369,0.34463724454802114,-0.008017546100386127,0.3696536367514178,29.613935657633398,1.086703367965151,2.2,23.834958925736846,8.214414568081208,5.0,0
1000.0,2.230966141073776,0.4812570434331298,0.017305564811187106,0.9548143460030746,66.68475999901743,0.5000769878746258,2.4,11.15483070536888,5.368340845262921,5.0,0
1001.0,4.6368766811188875,0.09965197902624498,-0.006260919749699774,0.7477871555554092,34.855143215874975,0.7823898322725161,1.0,23.18438340559444,2.3103696888707193,5.0,0
1002.0,3.679667239065907,0.27255222898582787,0.0013124375108910246,0.8239971444601513,53.5633013973974,1.2847284476169891,3.6,18.398336195329534,5.0145075396677,5.0,0
1003.0,7.672812503339903,0.16146954094057522,-0.013356332295883148,0.6357164813888183,28.767262719342995,5.391564380831751,0.7936507936507936,38.67097501683311,6.244184583692496,5.04,0
1004.0,5.161163352754872,0.8087435896266081,0.00979586805721136,0.9906477896814826,31.998928255654377,0.6476094548173961,3.0,25.80581676377436,20.870288882781374,5.0,0
1005.0,12.328396341787263,0.38525067560287407,-0.026076323062539427,0.818428794237991,13.391171441565907,2.1589116782532907,3.260869565217391,22.684249268888564,8.739122356383321,1.84,0
1006.0,7.869478146290551,0.11247188021563266,0.011143415201349975,0.6766222900861673,31.66296623329707,1.6689106626617987,4.6,39.347390731452755,4.425475017145649,5.0,0
1007.0,7.547168845870865,0.1253772230786908,0.0004214553839265975,0.6830935508203848,38.40859902627448,1.98165356515168,1.3285024154589373,62.49055804381076,7.834892636170737,8.28,0
1008.0,53.89971935491092,0.37923103988089363,0.05689449624185888,0.3125927013982711,3.41591582443359,13.734514812962788,1.8072289156626506,89.47353412915213,33.93114138961699,1.66,0
1009.0,97.22874983671102,0.35077479468953693,0.003955212904275046,0.676133971905863,0.8110812439932472,43.062359326595846,0.5,388.91499934684407,136.42157904757062,4.0,0
1010.0,85.53269190244077,0.49430490384093256,0.010750019606070995,0.241155999925869,0.38221829835847776,10.901720719809026,2.8846153846153846,88.95399957853841,43.97039820793579,1.04,0
1011.0,20.785968846647236,0.40818988367105297,0.005908780098315277,0.915832007950913,4.479021796742275,3.984733776572907,4.2,103.92984423323618,42.42311102751533,5.0,0
1012.0,10.633934079350805,0.16762214880730195,0.014005888013737021,0.5638427433794992,15.863777167327669,2.5802563282885296,3.6,53.16967039675403,8.9124144032799,5.0,0
1013.0,81.38410305072011,0.35703306544629454,0.020065743399003088,0.4310541755126327,1.2239570427478406,26.042207509059708,1.8,406.92051525360057,145.28407895397868,5.0,0
1014.0,115.74995343595454,0.5416495793402368,0.06239145532522864,0.6698181018544653,0.5336925254918328,10.71916166655786,3.125,74.0799701990109,40.125384695831535,0.64,0
1015.0,67.49743337356065,0.5996583675207064,-0.010314839909620021,0.4489734852057653,1.3763898325677855,14.13555303124938,2.127659574468085,63.44758737114701,38.046876666109405,0.94,0
1016.0,120.13966001180617,0.44606579672998237,-0.0046601423328530255,0.09270616974896018,0.1883650679860253,12.771204507710932,3.191489361702128,112.93128041109779,50.37478157231339,0.94,0
1017.0,90.72742001283268,0.4080694616395506,0.004895308635365252,0.38767010628102483,0.46965049371202,13.879114425549199,2.0,45.36371000641634,18.51154472029101,0.5,0
1018.0,223.92572473677515,0.9897985210198126,0.07117254597510565,0.8577295953487013,0.0383483367294516,1.1803320756170508,0.0,17.91405797894201,17.731308093019976,0.08,1
1019.0,119.27710994716618,0.6328386151031397,-0.0019432550054204949,0.8197614957545665,0.6412940590335146,11.677897165291652,3.0,119.27710994716618,75.48316107246957,1.0,0
1020.0,149.96489340926445,0.4157635949532135,-0.027819389918951443,0.5320749013984558,0.15428975442654924,16.32574918321935,3.75,119.97191472741157,49.87995456048902,0.8,0
1021.0,71.6266404394806,0.49534426493994815,0.02095904054807303,0.6678460534104336,0.7392423853914852,21.83125570709984,1.5981735159817352,313.724685124925,155.40172354672265,4.38,0
1022.0,105.69802577760461,0.3538350363037126,0.021727987538740997,0.8878319318511239,0.5487660845572091,28.051171035599936,1.8,528.490128888023,186.99832394124738,5.0,0
1023.0,9.2459821894582,0.4090296323639934,-0.006703484633789957,0.5951120422129217,15.177495301197228,3.208505921862678,1.0,46.229910947291,18.909403478990594,5.0,0
1024.0,8.351444841883641,0.27167118358509446,0.011268336212935694,0.2862590533720729,17.921664188726048,0.8303263879544837,1.5384615384615383,10.856878294448734,2.949500976292209,1.3,0
1025.0,1.5384615384615383,0.0,,,,322.5179859373845,0.0,0.0,0.0,0.0,0
1026.0,164.68822684861402,0.5497062144301927,0.12887229377271714,0.8069360837418926,0.5070655138527749,11.06978494560535,2.7027027027027026,121.86928786797436,66.9923048892076,0.74,0
1028.0,30.68522706375343,0.5866955175818541,-0.282954151939908,0.0019945944221146927,1.9850894119429752,0.9451255422702592,10.0,3.0685227063753433,1.8002885174285537,0.1,0
1031.0,10.0,0.0,,,,18.816010932911755,0.0,0.0,0.0,0.0,0
1032.0,195.5033670171229,0.7049552594678266,-0.21460761063579847,0.7028802414127961,0.16467801984358044,6.895824739261809,5.555555555555555,35.19060606308212,24.807802828030127,0.18,0
1034.0,19.52536905203206,1.0,,1.0,,7.452824676239546e-11,0.0,0.39050738104064125,0.39050738104064125,0.02,1
1035.0,120.00586863980534,0.5701495416316747,0.014786132222808716,0.34364183272931326,1.1867261082929688,11.88627374430069,2.0833333333333335,57.60281694710656,32.84221967908607,0.48,0
1038.0,317.91790936969664,1.0,,1.0,,2.2886277871569814e-12,0.0,6.358358187393933,6.358358187393933,0.02,1
1039.0,123.96079338812098,0.2705603683036061,0.03223110054579409,0.041830132231165496,0.5592358452381616,38.40459694796536,1.1627906976744187,213.21256462756807,57.68687001259123,1.72,0
1040.0,43.08674091760283,1.0,,1.0,,0.0,0.0,0.8617348183520567,0.8617348183520567,0.02,1
1041.0,38.66845550512222,0.9999897760583298,-0.00925504783216713,0.9999725862441351,0.009870664703833413,0.0034173198394837016,0.0,1.5467382202048887,1.5467224064435463,0.04,1
1042.0,126.35439473360232,0.3837669367782885,0.018747362152916777,0.04236550312175269,0.7105037799488326,14.887616949626898,3.5714285714285716,106.13769157622595,40.732136772926985,0.84,0
1043.0,129.04370803661837,0.4731958303432739,-0.012231642894979826,0.17519348252414058,0.27274763956205933,19.8081193269856,3.5294117647058822,219.37430366225124,103.80700577743649,1.7,0
1045.0,178.31753111282416,0.6789491767928402,-0.4172561906825594,0.07417717301893034,0.7004964011032504,7.486737691163769,9.090909090909092,39.22985684482131,26.635079010492397,0.22,0
1047.0,9.090909090909092,0.0,,,,3.081128372885737,0.0,0.0,0.0,0.0,0
1048.0,159.0099677185312,0.8685368838855513,1.5725019186659335,0.7631220170901581,0.8840743657749831,2.5923149689755207,0.0,12.720797417482494,11.048481749519613,0.08,1
1050.0,0.0,0.0,,,,43.66882454729442,0.0,0.0,0.0,0.0,0
